
央视频道,#genre#
CCTV1综合,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8$LR•IPV6•47『线路44』
CCTV1综合,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$LR•IPV6•47『线路45』
CCTV1综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$LR•IPV6•47『线路46』
CCTV1综合,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad$LR•IPV4•47『线路47』
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4•46『线路1』
CCTV2财经,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$LR•IPV4•46『线路2』
CCTV2财经,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•46『线路3』
CCTV2财经,http://221.13.235.183:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•46『线路4』
CCTV2财经,http://101.74.28.102:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•46『线路5』
CCTV2财经,http://182.114.50.229:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•46『线路6』
CCTV2财经,http://101.66.198.244:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•46『线路7』
CCTV2财经,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8$LR•IPV4•46『线路8』
CCTV2财经,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$LR•IPV4•46『线路9』
CCTV2财经,http://112.123.206.32:808/hls/2/index.m3u8$LR•IPV4•46『线路10』
CCTV2财经,http://183.11.239.36:808/hls/20/index.m3u8$LR•IPV4•46『线路11』
CCTV2财经,http://120.76.248.139/live/bfgd/4200000061.m3u8$LR•IPV4•46『线路12』
CCTV2财经,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588$LR•IPV4•46『线路13』
CCTV2财经,http://goo.bkpcp.top/mg/CCTV2$LR•IPV4•46『线路14』
CCTV2财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4•46『线路15』
CCTV2财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2$LR•IPV4•46『线路16』
CCTV2财经,http://fm1077.serv00.net/Smart.php?id=cctv2$LR•IPV4•46『线路17』
CCTV2财经,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$LR•IPV6•46『线路18』
CCTV2财经,http://[2409:8087:1a01:df::406f]:80/wh7f454c46tw1241164675_1575082505/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8?icpid=88888888&RTS=1713968070&from=4&hms_devid=692&prioritypopid=4&online=1713968070&vqe=3$LR•IPV6•46『线路19』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8$LR•IPV6•46『线路20』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226371/1.m3u8$LR•IPV6•46『线路21』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8$LR•IPV6•46『线路22』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226472/1.m3u8$LR•IPV6•46『线路23』
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4•46『线路24』
CCTV2财经,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$LR•IPV4•46『线路25』
CCTV2财经,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•46『线路26』
CCTV2财经,http://148.135.93.213/live.php?id=CCTV2$LR•IPV4•46『线路27』
CCTV2财经,http://218.13.14.6:60050/tsfile/live/1002_1.m3u8$LR•IPV4•46『线路28』
CCTV2财经,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8$LR•IPV4•46『线路29』
CCTV2财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4•46『线路30』
CCTV2财经,http://ygbh.site/php/bfgd.php?id=061$LR•IPV4•46『线路31』
CCTV2财经,http://112.27.235.94:8000/hls/2/index.m3u8$LR•IPV4•46『线路32』
CCTV2财经,http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$LR•IPV4•46『线路33』
CCTV2财经,https://live.chinacert.cftest5.cn/mg/?id=631780532$LR•IPV4•46『线路34』
CCTV2财经,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$LR•IPV4•46『线路35』
CCTV2财经,http://148.135.93.213:81/live.php?id=CCTV2$LR•IPV4•46『线路36』
CCTV2财经,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588$LR•IPV4•46『线路37』
CCTV2财经,http://goo.bkpcp.top/mg/CCTV2$LR•IPV4•46『线路38』
CCTV2财经,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$LR•IPV4•46『线路39』
CCTV2财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2$LR•IPV4•46『线路40』
CCTV2财经,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$LR•IPV6•46『线路41』
CCTV2财经,http://[2409:8087:1a01:df::406f]:80/wh7f454c46tw1241164675_1575082505/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8?icpid=88888888&RTS=1713968070&from=4&hms_devid=692&prioritypopid=4&online=1713968070&vqe=3$LR•IPV6•46『线路42』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8$LR•IPV6•46『线路43』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226371/1.m3u8$LR•IPV6•46『线路44』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8$LR•IPV6•46『线路45』
CCTV2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226472/1.m3u8$LR•IPV6•46『线路46』
CCTV3综艺,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4•24『线路1』
CCTV3综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路2』
CCTV3综艺,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路3』
CCTV3综艺,http://221.13.235.183:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路4』
CCTV3综艺,http://101.74.28.102:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路5』
CCTV3综艺,http://124.228.160.14:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路6』
CCTV3综艺,http://182.114.50.229:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路7』
CCTV3综艺,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$LR•IPV4•24『线路8』
CCTV3综艺,http://gmxw.7766.org:808/hls/91/index.m3u8$LR•IPV4•24『线路9』
CCTV3综艺,http://183.11.239.36:808/hls/91/index.m3u8$LR•IPV4•24『线路10』
CCTV3综艺,http://120.76.248.139/live/bfgd/4200000062.m3u8$LR•IPV4•24『线路11』
CCTV3综艺,https://piccpndali.v.myalicdn.com/audio/cctv3_2.m3u8$LR•IPV4•24『线路12』
CCTV3综艺,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4•24『线路13』
CCTV3综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路14』
CCTV3综艺,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•24『线路15』
CCTV3综艺,http://101.35.240.114:88/live.php?id=CCTV3$LR•IPV4•24『线路16』
CCTV3综艺,http://218.13.14.6:60050/tsfile/live/1003_1.m3u8$LR•IPV4•24『线路17』
CCTV3综艺,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$LR•IPV4•24『线路18』
CCTV3综艺,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$LR•IPV4•24『线路19』
CCTV3综艺,http://ygbh.site/php/bfgd.php?id=062$LR•IPV4•24『线路20』
CCTV3综艺,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4•24『线路21』
CCTV3综艺,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$LR•IPV4•24『线路22』
CCTV3综艺,https://live.chinacert.cftest5.cn/mg/?id=624878271$LR•IPV4•24『线路23』
CCTV3综艺,http://148.135.93.213:81/live.php?id=CCTV3$LR•IPV4•24『线路24』
CCTV4中文国际,http://182.114.50.229:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•43『线路1』
CCTV4中文国际,http://101.74.28.102:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•43『线路2』
CCTV4中文国际,http://124.228.160.14:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•43『线路3』
CCTV4中文国际,http://221.13.235.183:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•43『线路4』
CCTV4中文国际,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$LR•IPV4•43『线路5』
CCTV4中文国际,http://183.11.239.36:808/hls/22/index.m3u8$LR•IPV4•43『线路6』
CCTV4中文国际,http://183.11.239.36:808/hls/77/index.m3u8$LR•IPV4•43『线路7』
CCTV4中文国际,http://183.11.239.36:808/hls/67/index.m3u8$LR•IPV4•43『线路8』
CCTV4中文国际,http://120.76.248.139/live/bfgd/4200000063.m3u8$LR•IPV4•43『线路9』
CCTV4中文国际,http://183.220.107.138:4022/rtp/239.11.0.109:5140$LR•IPV4•43『线路10』
CCTV4中文国际,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226428$LR•IPV4•43『线路11』
CCTV4中文国际,http://z.b.bkpcp.top/m.php?id=CCTV-4国际$LR•IPV4•43『线路12』
CCTV4中文国际,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$LR•IPV4•43『线路13』
CCTV4中文国际,https://www.freetv.top/migu/631780421.m3u8?migutoken=fefc6a44400a0dd448699ae0ce3d6e2c5a0f49b8d48adb36e747c4fbab039337eb3244f9951acbddaf26b7bf51597a7d1b43c8845e67fd5914ece875dcad325bb388200bc0f12fdff727d03e2d$LR•IPV4•43『线路14』
CCTV4中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4$LR•IPV4•43『线路15』
CCTV4中文国际,http://goo.bkpcp.top/mg/cctv4o$LR•IPV4•43『线路16』
CCTV4中文国际,http://goo.bkpcp.top/mg/cctv4m$LR•IPV4•43『线路17』
CCTV4中文国际,http://fm1077.serv00.net/Smart.php?id=cctv4$LR•IPV4•43『线路18』
CCTV4中文国际,http://fm1077.serv00.net/Smart.php?id=Cctv4$LR•IPV4•43『线路19』
CCTV4中文国际,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8$LR•IPV6•43『线路20』
CCTV4中文国际,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7EfCf-e5nKehMQzrOBwWduf%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192542%2C%2C%2C20240420192542%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2$LR•IPV6•43『线路21』
CCTV4中文国际,http://148.135.93.213/live.php?id=CCTV4$LR•IPV4•43『线路22』
CCTV4中文国际,http://218.13.14.6:60050/tsfile/live/1004_1.m3u8$LR•IPV4•43『线路23』
CCTV4中文国际,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$LR•IPV4•43『线路24』
CCTV4中文国际,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1764147600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-f099c2ef58583d96376e327386ab2ad4&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c$LR•IPV4•43『线路25』
CCTV4中文国际,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$LR•IPV4•43『线路26』
CCTV4中文国际,http://ygbh.site/php/bfgd.php?id=063$LR•IPV4•43『线路27』
CCTV4中文国际,http://112.27.235.94:8000/hls/4/index.m3u8$LR•IPV4•43『线路28』
CCTV4中文国际,http://39.135.135.50/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$LR•IPV4•43『线路29』
CCTV4中文国际,https://live.chinacert.cftest5.cn/mg/?id=631780421$LR•IPV4•43『线路30』
CCTV4中文国际,https://zby.130519.xyz/PLTV/11/224/3221226124/index.m3u8$LR•IPV4•43『线路31』
CCTV4中文国际,http://148.135.93.213:81/live.php?id=CCTV4$LR•IPV4•43『线路32』
CCTV4中文国际,http://183.220.107.138:4022/rtp/239.11.0.109:5140$LR•IPV4•43『线路33』
CCTV4中文国际,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226428$LR•IPV4•43『线路34』
CCTV4中文国际,http://z.b.bkpcp.top/m.php?id=CCTV-4国际$LR•IPV4•43『线路35』
CCTV4中文国际,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$LR•IPV4•43『线路36』
CCTV4中文国际,https://www.freetv.top/migu/631780421.m3u8?migutoken=fefc6a44400a0dd448699ae0ce3d6e2c5a0f49b8d48adb36e747c4fbab039337eb3244f9951acbddaf26b7bf51597a7d1b43c8845e67fd5914ece875dcad325bb388200bc0f12fdff727d03e2d$LR•IPV4•43『线路37』
CCTV4中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4$LR•IPV4•43『线路38』
CCTV4中文国际,http://goo.bkpcp.top/mg/cctv4o$LR•IPV4•43『线路39』
CCTV4中文国际,http://goo.bkpcp.top/mg/cctv4m$LR•IPV4•43『线路40』
CCTV4中文国际,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8$LR•IPV6•43『线路41』
CCTV4中文国际,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7EfCf-e5nKehMQzrOBwWduf%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192542%2C%2C%2C20240420192542%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2$LR•IPV6•43『线路42』
CCTV4中文国际,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8$LR•IPV6•43『线路43』
CCTV5体育,http://112.27.235.94:8000/hls/5/index.m3u8$LR•IPV4•58『线路1』
CCTV5体育,http://113.26.202.52:1299/tsfile/live/0005_1.m3u8$LR•IPV4•58『线路2』
CCTV5体育,http://genglei.8866.org:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•58『线路3』
CCTV5体育,http://182.114.50.229:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•58『线路4』
CCTV5体育,http://101.74.28.102:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•58『线路5』
CCTV5体育,http://124.228.160.14:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•58『线路6』
CCTV5体育,http://101.66.198.244:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•58『线路7』
CCTV5体育,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$LR•IPV4•58『线路8』
CCTV5体育,http://gmxw.7766.org:808/hls/93/index.m3u8$LR•IPV4•58『线路9』
CCTV5体育,http://183.11.239.36:808/hls/93/index.m3u8$LR•IPV4•58『线路10』
CCTV5体育,http://120.76.248.139/live/bfgd/4200000064.m3u8$LR•IPV4•58『线路11』
CCTV5体育,https://piccpndali.v.myalicdn.com/audio/cctv5_2.m3u8$LR•IPV4•58『线路12』
CCTV5体育,http://tnvcn.com:8012/rtp/239.3.1.130:8004$LR•IPV4•58『线路13』
CCTV5体育,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226019$LR•IPV4•58『线路14』
CCTV5体育,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$LR•IPV4•58『线路15』
CCTV5体育,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903$LR•IPV4•58『线路16』
CCTV5体育,https://smart.pendy.dpdns.org/Smart.php?id=cctv5$LR•IPV4•58『线路17』
CCTV5体育,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100$LR•IPV4•58『线路18』
CCTV5体育,http://fm1077.serv00.net/Smart.php?id=cctv5$LR•IPV4•58『线路19』
CCTV5体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6•58『线路20』
CCTV5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$LR•IPV6•58『线路21』
CCTV5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8$LR•IPV6•58『线路22』
CCTV5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6•58『线路23』
CCTV5体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8$LR•IPV6•58『线路24』
CCTV5体育,http://112.27.235.94:8000/hls/5/index.m3u8$LR•IPV4•58『线路25』
CCTV5体育,http://113.26.202.52:1299/tsfile/live/0005_1.m3u8$LR•IPV4•58『线路26』
CCTV5体育,http://genglei.8866.org:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•58『线路27』
CCTV5体育,http://101.35.240.114:88/live.php?id=CCTV5$LR•IPV4•58『线路28』
CCTV5体育,http://218.13.14.6:60050/tsfile/live/1005_1.m3u8$LR•IPV4•58『线路29』
CCTV5体育,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$LR•IPV4•58『线路30』
CCTV5体育,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$LR•IPV4•58『线路31』
CCTV5体育,http://ygbh.site/php/bfgd.php?id=064$LR•IPV4•58『线路32』
CCTV5体育,http://112.27.235.94:8000/hls/5/index.m3u8$LR•IPV4•58『线路33』
CCTV5体育,http://39.135.133.134/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$LR•IPV4•58『线路34』
CCTV5体育,https://live.chinacert.cftest5.cn/mg/?id=641886683$LR•IPV4•58『线路35』
CCTV5体育,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8$LR•IPV4•58『线路36』
CCTV5体育,http://148.135.93.213:81/live.php?id=CCTV5$LR•IPV4•58『线路37』
CCTV5体育,http://tnvcn.com:8012/rtp/239.3.1.130:8004$LR•IPV4•58『线路38』
CCTV5体育,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226019$LR•IPV4•58『线路39』
CCTV5体育,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$LR•IPV4•58『线路40』
CCTV5体育,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903$LR•IPV4•58『线路41』
